Id,Review,English Translation (Approximate) ,,,,,,,,,
49,"ദി ഗ്രേറ്റ്‌ ഇന്ത്യൻ കിച്ചൻ അഥവാ മഹത്തായ ഭാരതീയ അടുക്കള. പേരിൽ ഒളിഞ്ഞിരിക്കുന്ന സർക്കാസം തെളിഞ്ഞു നിൽക്കുന്നുണ്ട് സിനിമയിൽ ഉടനീളം.
ദ ഗ്രേറ്റ് ഇന്ത്യൻ കിച്ചൻ മലയാളി ഇന്നുവരെ കണ്ടു ശീലിച്ച സിനിമയല്ല . മറിച്ച്കേരളത്തിലെ ഭൂരിഭാഗം വീടുകളുടെയും അടുക്കളയിൽ എരിഞ്ഞു തീരുന്ന സ്ത്രീ ജീവിതങ്ങളിലേക്ക് തുറന്നുവച്ച കണ്ണാടിയാണ് .ജിയോ ബേബി സംവിധാനം ചെയ്ത സിനിമ ആദ്യാവസാനം ചർച്ചചെയ്യുന്നത് സ്ത്രീ സ്വാതന്ത്ര്യത്തെ കുറിച്ചാണ്. നമ്മുടെയൊക്കെ വീടുകളിലെ സ്ത്രീ ജീവിതങ്ങളിലേക്ക് ദിവസങ്ങളോളം ക്യാമറ വെറുതെ തുറന്നു വെച്ചാൽ എങ്ങനെ ഉണ്ടാകുമോ ആ കാഴ്ചതന്നെയാണ് ഗ്രേറ്റ് ഇന്ത്യൻ കിച്ചനിലൂടെ സംവിധായകൻ കാണിച്ചുതരുന്നത്. എന്നാലും ഭയങ്കര മോശം ബാക്ക്ഗ്രൗണ്ട്  മ്യൂസിക് ആയിരുന്നു.  ","The Great Indian Kitchen, or grand Indian kitchen.Throughout the cinema, the sergence is a hidden government.
The Great Indian Kitchen Malayali is not a film introduceration.The fact that the majority of houses in the opposite Kerala is the mirror that has been burning to life .Jio Baby DirectedThe director showed that the camera is in the Great Indian kitchen to see if the camera is exposed to women's female lives in our homes.However, terrible bad background music was the music.",,,,,,,,,
50,നായക നടൻ അഭിനയിച്ച് ഫലിപ്പിച്ചു.,Imprisoned by the captain actor.,,,,,,,,,
51,ഒട്ടനവധി കാത്തിരിപ്പിന് ശേഷം ഇറങ്ങിയ മോഹൻലാൽ ചിത്രം. വളരേ ആസ്വാദ്യകരമായ ഗാനങ്ങൾ സിനിമയ്ക്ക് നല്ല പ്രതീക്ഷ നല്കി. എന്നിരുന്നാലും കലാമൂല്യം ഇല്ലാത്തത് കൊണ്ട് സിനിമ ആസ്വാദ്യകരമായിരുന്നില്ല.,"Mohanlal is the film after waiting.Songs to grow grew good hope for the movie.However, film was not enjoyable with the absence of art pollution.",,,,,,,,,
52,"പശ്ചാത്തല സംഗീതം വളരെ ഉച്ചത്തിലുള്ളതും ശ്രദ്ധ തിരിക്കുന്നതുമായിരുന്നു, അത് മൊത്തത്തിലുള്ള കാഴ്ചാനുഭവത്തിൽ നിന്ന് അകന്നു. പിരിമുറുക്കം സൃഷ്ടിക്കാനുള്ള വിലകുറഞ്ഞ ശ്രമമായി ഇത് അനുഭവപ്പെട്ടു",The background music was too loud and distracting and took away from the overall viewing experience. It felt like a cheap attempt to create tension,,,,,,,,,
53,കാസ്റ്റിംഗ് നല്ലതായി തോന്നി. മറ്റെല്ലാ രീതിയിലും ശരാശരി മാത്രം.  പക്ഷെ സംവിധാനം വളരെ ദുർബലം ആയിട്ടാണ് തോന്നിയെ. സംവിധായകൻ വളരാൻ ഇനിയും ഒരുപാട് പഠിക്കാൻ ഇരിക്കുന്നു. ,Casting seemed good.Only the average in every other manner.But the direction seems to be very weak.The director is still able to learn a lot.,,,,,,,,,
54,1990ൽ നിന്നും ബസ്സ് കിട്ടാത്ത ഒരു സംവിധായകൻ ആണ് സത്യൻ അന്തിക്കാട് ....പ്രേക്ഷകർ മാറി  ടെസ്റ്റ്‌ മാറി ഇയാൾക്ക് മാത്രം ഒരു മാറ്റവുമില്ല....കൗമാര്കാരി സിനിമയിൽ ഉണ്ടെങ്കിൽ ഉണ്ടെങ്കിൽ ഒന്നുകിൽ ആർത്തവം അല്ലെങ്കിൽ ദിവ്യഗർഭം .... ജയറാം എന്തിനാണ് ഇപ്പോൾ അഭിനയിക്കുന്നത് എന്നുപോലും മനസിലാകുന്നില്ല.....കഷ്ട്ടം...,"Sathyan Anthikad is a director who hasn't got a bus since 1990...the audience has changed, the tests have changed, and there is no change for him....if there is a girl in the film, she is either menstruating or pregnant....I don't even understand why Jayaram is acting now.....it's hard. ..",,,,,,,,,
55,പ്രേക്ഷകരെ പിടിച്ചിരുത്തുന്ന കഥ. മികച്ച സംവിധാനം ,The story that caught the audience.Best Director,,,,,,,,,
56,ശരാശരി സംവിധാനവും കഥയും ഛായാഗ്രഹണവും ഉള്ള ഒരു ശരാശരി സിനിമയാണിത്. സംഗീതം മോശമായി ചെയ്തിരിക്കുന്നു,"It is an average movie with average direction, story and cinematography. The music is poorly done",,,,,,,,,
57,"റിച്ച ഛദ്ദ, അക്ഷയ് ഒബ്‌റോയ്, മാനവ് കൗൾ എന്നിവരുടെ കാസ്റ്റിംഗ് മികച്ചതാണ്, പക്ഷേ അവരുടെ പ്രകടനം മികച്ചതല്ല.","The casting of Richa Chadha, Akshay Oberoi and Manav Kaul is good but their performance is not great.",,,,,,,,,
58,പൊട്ട ക്യാമറ ആണെന്ന് തോന്നുന്നു ഈ സിനിമക്ക് എടുത്തത്. കണ്ടിരിക്കാൻ ഒട്ടും തന്നെ തോന്നുന്നില്ല.  നല്ല ബോറായ തോന്നിയെ. ,This movie seems to be a white camera.It 's just that.The good bora felt.,,,,,,,,,
59,"വളരെ മികച്ച സംവിധാനം കാഴ്ചവെച്ച മലയാള സിനിമ, മികച്ച ചായാഗ്രഹണം  എന്നാലും ഭയങ്കര മോശം ബാക്ക്ഗ്രൗണ്ട്  മ്യൂസിക് ആയിരുന്നു.  ","The Malayalam cinema, which was very good, but the best luxurious desires, but was a bad Background Music.",,,,,,,,,
60,വളരെ മോശം കഥ സംവിധാനം. Logic ഇല്ലായിരുന്നു.  സപ്പോട്ടിങ് ആക്ടർ മാരും മെയിൻ നടനും ഓവർ ആക്ടിംഗ് ആയി തോന്നി.,A very bad story direction.There was no logic.The Sapomingctive Actor Mary and Main Plan felt over activation.,,,,,,,,,
61,ഛായാഗ്രഹണം: കഥയുടെ സാരാംശം ഉൾക്കൊള്ളുന്ന അതിമനോഹരമായ ദൃശ്യങ്ങളും മനോഹരമായ ഛായാഗ്രഹണവും ഈ ചിത്രത്തിനുണ്ട്.,Cinematography: The film also contains its magnificent visual and beautiful visits.,,,,,,,,,
62,"വിനീതിന്റെ അഭിനയം ഇഷ്ടപ്പെട്ടു, ഇത് അദ്ദേഹത്തിന്റെ കരിയറിലെ ഏറ്റവും മികച്ച അഭിനയമാണെന്ന് തോന്നി. വ്യത്യസ്തമായ ഒരു കഥയും മറ്റുള്ളവരിൽ നിന്ന് കാര്യങ്ങൾ മറച്ചുവെക്കുന്ന സുഹൃത്തുക്കളുടെ ഹൃദയസ്പർശിയായ വികാരവും പങ്കുവെച്ചതിന് ഈ സിനിമ ഒരുപാട് ഇഷ്ടപ്പെട്ടു.","Like acting of Vinethy, it seemed to act the best acting in his career.The film liked a lot for sharing a different story and the touching feelings of friends who conceal what is hidden from others.",,,,,,,,,
63,"തിരക്കഥ മികച്ചതായിരുന്നു, പക്ഷേ സംവിധാനം കുറവായിരുന്നു.  പാട്ടുകൾ മറക്കാനാവാത്തതായിരുന്നു.
","The script was great, but the direction was less.The songs were unforgettable.",,,,,,,,,
64,"കെ. ബാലചന്ദറിന്റെ സംവിധാനം അദ്ദേഹത്തിന്റെ പതിവ് നിലവാരം പുലർത്തുന്നില്ല, തിരക്കഥ മോശമായി എഴുതിയിരിക്കുന്നു.","K.Balachander's direction does not maintain his regular standard, the scriptwriter is poorly written.",,,,,,,,,
